332-1985004-VE;11062-1/3 LOMO CINTA C.E VACIO;395;297;151;5;11;0;2;0;0;0;0;0;6833388;0;0;
332-1985004-VE;11093-SOLOMILLO VACIO 4 UND;395;297;151;5;1;0;2;0;0;0;0;0;100248;0;0;
332-1985004-VE;11799-SOLOMILLO VACIO GENERICO;395;297;151;5;4;0;2;0;0;0;0;0;2946119;0;0;
312-1985004-VE;11905-PANCETA TROZO NATUR BAND.;395;297;151;5;1;0;2;0;0;0;0;0;3347564;0;0;
311-1985004-VE;11917-COSTILLA TROZO C.E. BAND.;595;395;164;5;2;0;1;0;0;0;0;0;3687878;0;0;
311-1985004-VE;11936-ESTOFADO C.E. 750 GR. BAND.;595;395;112;5;4;0;1;0;0;0;0;0;10837854;0;0;
311-1985004-VE;11996-FILETE LOMO FINO 300 NATUR BAN;595;395;112;5;9;0;1;0;0;0;0;0;11141314;0;0;
342-1985004-VE;12102-BURGUERMEAT VACUNO 400 GR.BAND;395;297;151;5;41;0;2;0;0;0;0;0;2438109;0;0;
342-1985004-VE;12103-BURGUERMEAT VACUNO 800 GR.C.E.;395;297;151;5;23;0;2;0;0;0;0;0;9723248;0;0;
362-1985004-VE;12141-BROCHETA ADOBADA 320 GR. BAND.;395;297;151;5;1;0;2;0;0;0;0;0;2437739;0;0;
332-1985004-VE;12165-SOLOMILLO VACIO GENER. PVP2;395;297;151;5;10;0;2;0;0;0;0;0;12255097;0;0;
321-1985004-VE;12167-COSTILLA;595;395;164;5;8;0;1;0;0;0;0;0;100065;0;0;
322-1985004-VE;12168-AGUJA CERDO C/H;395;297;151;5;148;0;2;0;0;0;0;0;100792;0;0;
342-1985004-VE;12178-CARNE PICADA DE TERNERA 400 GR;395;297;151;5;1;0;2;0;0;0;0;0;7137284;0;0;
351-1985004-VE;12195-PECHUGA PAVO ADOBADA 350 GR. B;595;395;112;5;3;0;1;0;0;0;0;0;10997484;0;0;
351-1985004-VE;12196-PECHUGA PAVO FINAS HIERBAS 350;595;395;112;5;2;0;1;0;0;0;0;0;975680;0;0;
331-1985004-VE;12209-LOMO FRESCO VACIO;595;395;112;5;36;0;1;0;0;0;0;0;103838;0;0;
331-1985004-VE;12244-CODILLO DE JAMON VACIO;595;395;164;5;3;0;1;0;0;0;0;0;12297180;0;0;
311-1985004-VE;12246-12-14 CHULETAS LOMO BAND.;595;395;164;5;6;0;1;0;0;0;0;0;12296919;0;0;
311-1985004-VE;12248-FILETE JAMON BAND.;595;395;112;5;9;0;1;0;0;0;0;0;12297099;0;0;
321-1985004-VE;20051-PANCETA CON COSTILLA;595;395;112;5;21;0;1;0;0;0;0;0;165241;0;0;
321-1985004-VE;20109-TIRA DE COSTILLA;595;395;164;5;213;0;1;0;0;0;0;0;104091;0;0;
332-1985004-VE;20126-COSTILLA ADOBADA IBERICA VACIO;395;297;151;5;11;0;2;0;0;0;0;0;13399761;0;0;
372-1985004-VE;20158-SOLOMILLO IBERICO VACIO;395;297;151;5;1;0;2;0;0;0;0;0;13758594;0;0;
372-1985004-VE;20159-PRESA IBERICA VACIO;395;297;151;5;1;0;2;0;0;0;0;0;13758628;0;0;
372-1985004-VE;20160-SECRETO IBERICO VACIO;395;297;151;5;1;0;2;0;0;0;0;0;13758768;0;0;
351-1985004-VE;20495-CHULETA SAJONIA;595;395;164;5;16;0;1;0;0;0;0;0;901772;0;0;
311-1985004-VE;20508-CARRILLERA CERDO BAND.;595;395;112;5;1;0;1;0;0;0;0;0;11184611;0;0;
311-1985004-VE;20543-ESCALOPE JAMON FINO 300 GR.BAN;595;395;112;5;1;0;1;0;0;0;0;0;15178767;0;0;
312-1985004-VE;20608-CHULETA LOMO 6UN NATUR BAND.;395;297;151;5;1;0;2;0;0;0;0;0;15474026;0;0;
312-1985004-VE;20609-SECRETO NATUR BAND.;395;297;151;5;1;0;2;0;0;0;0;0;0;0;0;
311-1985004-VE;20611-FILETE BACON NATUR BAND.;595;395;164;5;1;0;1;0;0;0;0;0;10911311;0;0;
321-1985004-VE;20625-CENTRO SIN SOLOMILLO;595;395;230;5;7;0;1;0;0;0;0;0;100081;0;0;
351-1985004-VE;20672-LOMO ADOBADO 300 GR. SKIN;595;395;112;5;6;0;1;0;0;0;0;0;14085807;0;0;
351-1985004-VE;20673-LOMO ADOBADO SKIN 500 GR.;595;395;112;5;4;0;1;0;0;0;0;0;10866416;0;0;
351-1985004-VE;20674-LOMO AJILLO 300 GR. SKIN;595;395;112;5;12;0;1;0;0;0;0;0;10998284;0;0;
351-1985004-VE;20700-MAGRO ADOB.300 GR. BAND.;595;395;112;5;6;0;1;0;0;0;0;0;745422;0;0;
351-1985004-VE;20701-LOMO SAJONIA .300 GR. BAND.;595;395;112;5;7;0;1;0;0;0;0;0;5027149;0;0;
351-1985004-VE;20702-LOMO ADOB. HORNO 300 GR. BAND.;595;395;112;5;18;0;1;0;0;0;0;0;2482446;0;0;
311-1985004-VE;20714-CHULETA AGUJA C.E. BAND.;595;395;164;5;24;0;1;0;0;0;0;0;9702234;0;0;
322-1985004-VE;20725-CODILLO JAMON SIN PIEL;395;297;151;5;124;0;2;0;0;0;0;0;15999394;0;0;
331-1985004-VE;20736-PALETA 3D S/H VACIO;595;395;164;5;1;0;1;0;0;0;0;0;16059537;0;0;
332-1985004-VE;20738-SECRETO VACIO;395;297;151;5;32;0;2;0;0;0;0;0;16059750;0;0;
351-1985004-VE;20777-CHULETA SAJONIA BAND.;595;395;112;5;7;0;1;0;0;0;0;0;5027180;0;0;
