731-1984517-AL;20933-JAMON 3D AL VACIO;595;395;200;5;80;0;1;0;0;0;0;0;430082;0;0;
731-1984517-AL;20936-SOLOMILLO AL VACIO;595;395;200;5;64;0;1;0;0;0;0;0;430117;0;0;
731-1984517-AL;20942-PALETA 3D VACIO;595;395;200;5;16;0;1;0;0;0;0;0;430135;0;0;
