k,i,j,BaldesDelItemEnColumnaDelPalet,c
1,"352-1984754-PO","21277-LOMO SIEMPRE TIERNO 300 GR. BA",12,1
1,"352-1984754-PO","21277-LOMO SIEMPRE TIERNO 300 GR. BA",12,2
1,"352-1984754-PO","21277-LOMO SIEMPRE TIERNO 300 GR. BA",12,3
1,"352-1984754-PO","20842-ESCALOPIN LOMO ADOB. 300 GR. B",2,4
1,"352-1984754-PO","21277-LOMO SIEMPRE TIERNO 300 GR. BA",10,4
1,"352-1984754-PO","20842-ESCALOPIN LOMO ADOB. 300 GR. B",12,5
