k,i,j,BaldesDelItemEnColumnaDelPalet,c
3,"052-1984613-SE","21195-ESCALOPIN LOMO S. TIERNOS 600",3,1
3,"052-1984613-SE","21196-ESCALOPIN LOMO S. TIERNOS 250",1,1
6,"032-1984613-SE","21261-SOLOMILLO PACK 3 UN. VACIO",5,1
33,"012-1984613-SE","21220-CHULETA LOMO 500-700 GRS. BAND",1,1
33,"012-1984613-SE","21192-FILETE DE PANCETA BAND.",1,2
33,"012-1984613-SE","21193-COSTILLA TROCEADA BAND.",1,2
34,"012-1984613-SE","21188-CHULETA AGUJA C/HUESO BAND.",2,1
